week,region,avg_temp,avg_prcp,income_region,evento_deportivo,evento_social,feriado
2021-02-27,Region F,21.04,5.676,,,,
2021-03-06,Region D,24.185714285714283,4.199999999999999,,,,
2021-03-06,Region E,23.625714285714285,3.443999999999999,,,,
2021-03-06,Region B,23.825714285714284,3.947999999999999,,,,
2021-03-06,Region A,23.435714285714283,0.9239999999999998,,,,
2021-03-06,Region G,23.025714285714283,2.8979999999999992,,,,
2021-03-06,Region C,27.375714285714285,5.544,,,,
2021-03-06,Region H,14.645714285714284,3.1499999999999995,,,,
2021-03-06,Region F,20.225714285714282,3.611999999999999,,,,
2021-03-13,Region D,23.571428571428566,1.6,,,,
2021-03-13,Region E,23.011428571428567,1.312,,,,
2021-03-13,Region B,23.211428571428566,1.504,,,,
2021-03-13,Region A,22.821428571428566,0.35200000000000004,,,,
2021-03-13,Region G,22.411428571428566,1.1039999999999999,,,,
2021-03-13,Region C,26.761428571428567,2.112,,,,
2021-03-13,Region H,14.031428571428567,1.2000000000000002,,,,
2021-03-13,Region F,19.611428571428565,1.3760000000000001,,,,
2021-03-20,Region D,20.271428571428572,66.2,,,,
2021-03-20,Region E,19.711428571428574,54.284,,,,
2021-03-20,Region B,19.911428571428573,62.228,,,,
2021-03-20,Region A,19.521428571428572,14.564,,,,
2021-03-20,Region G,19.111428571428572,45.678,,,,
2021-03-20,Region C,23.461428571428574,87.38400000000001,,,,
2021-03-20,Region H,10.731428571428573,49.650000000000006,,,,
2021-03-20,Region F,16.31142857142857,56.932,,,,
2021-03-27,Region D,20.728571428571428,30.600000000000005,,,,
2021-03-27,Region E,20.16857142857143,25.092000000000002,,,,
2021-03-27,Region B,20.36857142857143,28.764000000000003,,,,
2021-03-27,Region A,19.978571428571428,6.732000000000001,,,,
2021-03-27,Region G,19.568571428571428,21.114,,,,
2021-03-27,Region C,23.91857142857143,40.39200000000001,,,,
2021-03-27,Region H,11.188571428571429,22.950000000000003,,,,
2021-03-27,Region F,16.768571428571427,26.316000000000003,,,,
2021-04-03,Region D,20.25714285714286,3.6,,0.0,0.0,2.0
2021-04-03,Region E,19.69714285714286,2.952,,0.0,0.0,2.0
2021-04-03,Region B,19.89714285714286,3.384,,0.0,0.0,2.0
2021-04-03,Region A,19.50714285714286,0.792,,0.0,0.0,2.0
2021-04-03,Region G,19.09714285714286,2.484,,0.0,0.0,2.0
2021-04-03,Region C,23.44714285714286,4.752000000000001,,0.0,0.0,2.0
2021-04-03,Region H,10.71714285714286,2.7,,0.0,0.0,2.0
2021-04-03,Region F,16.29714285714286,3.096,,0.0,0.0,2.0
2021-04-10,Region D,22.4,32.0,,,,
2021-04-10,Region E,21.84,26.24,,,,
2021-04-10,Region B,22.04,30.08,,,,
2021-04-10,Region A,21.65,7.04,,,,
2021-04-10,Region G,21.24,22.08,,,,
2021-04-10,Region C,25.59,42.24,,,,
2021-04-10,Region H,12.86,24.0,,,,
2021-04-10,Region F,18.439999999999998,27.52,,,,
2021-04-17,Region D,20.185714285714283,2.7,,,,
2021-04-17,Region E,19.625714285714285,2.214,,,,
2021-04-17,Region B,19.825714285714284,2.538,,,,
2021-04-17,Region A,19.435714285714283,0.5940000000000001,,,,
2021-04-17,Region G,19.025714285714283,1.863,,,,
2021-04-17,Region C,23.375714285714285,3.5640000000000005,,,,
2021-04-17,Region H,10.645714285714284,2.0250000000000004,,,,
2021-04-17,Region F,16.225714285714282,2.322,,,,
2021-04-24,Region D,20.47142857142857,5.7,,,,
2021-04-24,Region E,19.911428571428573,4.6739999999999995,,,,
2021-04-24,Region B,20.111428571428572,5.358,,,,
2021-04-24,Region A,19.72142857142857,1.254,,,,
2021-04-24,Region G,19.31142857142857,3.933,,,,
2021-04-24,Region C,23.661428571428573,7.524000000000001,,,,
2021-04-24,Region H,10.931428571428572,4.275,,,,
2021-04-24,Region F,16.51142857142857,4.902,,,,
2021-05-01,Region D,17.82857142857143,0.2,,0.0,0.0,1.0
2021-05-01,Region E,17.26857142857143,0.164,,0.0,0.0,1.0
2021-05-01,Region B,17.46857142857143,0.188,,0.0,0.0,1.0
2021-05-01,Region A,17.07857142857143,0.044000000000000004,,0.0,0.0,1.0
2021-05-01,Region G,16.66857142857143,0.13799999999999998,,0.0,0.0,1.0
2021-05-01,Region C,21.01857142857143,0.264,,0.0,0.0,1.0
2021-05-01,Region H,8.28857142857143,0.15000000000000002,,0.0,0.0,1.0
2021-05-01,Region F,13.868571428571428,0.17200000000000001,,0.0,0.0,1.0
2021-05-08,Region D,15.47142857142857,11.0,,,,
2021-05-08,Region E,14.91142857142857,9.02,,,,
2021-05-08,Region B,15.11142857142857,10.34,,,,
2021-05-08,Region A,14.72142857142857,2.42,,,,
2021-05-08,Region G,14.31142857142857,7.59,,,,
2021-05-08,Region C,18.66142857142857,14.520000000000001,,,,
2021-05-08,Region H,5.931428571428571,8.25,,,,
2021-05-08,Region F,11.51142857142857,9.459999999999999,,,,
2021-05-15,Region D,13.828571428571427,0.1,,,,
2021-05-15,Region E,13.268571428571427,0.082,,,,
2021-05-15,Region B,13.468571428571428,0.094,,,,
2021-05-15,Region A,13.078571428571427,0.022000000000000002,,,,
2021-05-15,Region G,12.668571428571427,0.06899999999999999,,,,
2021-05-15,Region C,17.018571428571427,0.132,,,,
2021-05-15,Region H,4.288571428571428,0.07500000000000001,,,,
2021-05-15,Region F,9.868571428571428,0.08600000000000001,,,,
2021-05-22,Region D,13.757142857142856,65.2,,,,
2021-05-22,Region E,13.197142857142856,53.464,,,,
2021-05-22,Region B,13.397142857142857,61.288,,,,
2021-05-22,Region A,13.007142857142856,14.344000000000001,,,,
2021-05-22,Region G,12.597142857142856,44.988,,,,
2021-05-22,Region C,16.947142857142858,86.06400000000001,,,,
2021-05-22,Region H,4.217142857142857,48.900000000000006,,,,
2021-05-22,Region F,9.797142857142855,56.072,,,,
2021-05-29,Region D,14.071428571428571,1.5,,0.0,0.0,1.0
2021-05-29,Region E,13.51142857142857,1.23,,0.0,0.0,1.0
2021-05-29,Region B,13.711428571428572,1.41,,0.0,0.0,1.0
2021-05-29,Region A,13.321428571428571,0.33,,0.0,0.0,1.0
2021-05-29,Region G,12.911428571428571,1.035,,0.0,0.0,1.0
2021-05-29,Region C,17.26142857142857,1.98,,0.0,0.0,1.0
2021-05-29,Region H,4.531428571428572,1.125,,0.0,0.0,1.0
2021-05-29,Region F,10.111428571428572,1.29,,0.0,0.0,1.0
2021-06-05,Region D,14.057142857142859,16.3,,,,
2021-06-05,Region E,13.497142857142858,13.366,,,,
2021-06-05,Region B,13.69714285714286,15.322,,,,
2021-06-05,Region A,13.307142857142859,3.5860000000000003,,,,
2021-06-05,Region G,12.897142857142859,11.247,,,,
2021-06-05,Region C,17.247142857142858,21.516000000000002,,,,
2021-06-05,Region H,4.51714285714286,12.225000000000001,,,,
2021-06-05,Region F,10.09714285714286,14.018,,,,
2021-06-12,Region D,13.657142857142857,0.5,,,,
2021-06-12,Region E,13.097142857142856,0.41,,,,
2021-06-12,Region B,13.297142857142857,0.47,,,,
2021-06-12,Region A,12.907142857142857,0.11,,,,
2021-06-12,Region G,12.497142857142856,0.345,,,,
2021-06-12,Region C,16.847142857142856,0.66,,,,
2021-06-12,Region H,4.117142857142857,0.375,,,,
2021-06-12,Region F,9.697142857142858,0.43,,,,
2021-06-19,Region D,10.328571428571427,0.2,,,,
2021-06-19,Region E,9.768571428571427,0.164,,,,
2021-06-19,Region B,9.968571428571428,0.188,,,,
2021-06-19,Region A,9.578571428571427,0.044000000000000004,,,,
2021-06-19,Region G,9.168571428571427,0.13799999999999998,,,,
2021-06-19,Region C,13.518571428571427,0.264,,,,
2021-06-19,Region H,0.7885714285714283,0.15000000000000002,,,,
2021-06-19,Region F,6.368571428571427,0.17200000000000001,,,,
2021-06-26,Region D,11.814285714285713,6.6,,,,
2021-06-26,Region E,11.254285714285713,5.411999999999999,,,,
2021-06-26,Region B,11.454285714285714,6.204,,,,
2021-06-26,Region A,11.064285714285713,1.452,,,,
2021-06-26,Region G,10.654285714285713,4.553999999999999,,,,
2021-06-26,Region C,15.004285714285713,8.712,,,,
2021-06-26,Region H,2.274285714285714,4.949999999999999,,,,
2021-06-26,Region F,7.854285714285713,5.675999999999999,,,,
2021-07-03,Region D,8.885714285714284,1.1,,,,
2021-07-03,Region E,8.325714285714284,0.902,,,,
2021-07-03,Region B,8.525714285714285,1.034,,,,
2021-07-03,Region A,8.135714285714284,0.24200000000000002,,,,
2021-07-03,Region G,7.725714285714284,0.759,,,,
2021-07-03,Region C,12.075714285714284,1.4520000000000002,,,,
2021-07-03,Region H,-0.6542857142857148,0.8250000000000001,,,,
2021-07-03,Region F,4.925714285714284,0.9460000000000001,,,,
2021-07-10,Region D,12.985714285714284,6.199999999999999,,1.0,0.0,2.0
2021-07-10,Region E,12.425714285714283,5.083999999999999,,1.0,0.0,2.0
2021-07-10,Region B,12.625714285714285,5.827999999999999,,1.0,0.0,2.0
2021-07-10,Region A,12.235714285714284,1.3639999999999999,,1.0,0.0,2.0
2021-07-10,Region G,11.825714285714284,4.278,,1.0,0.0,2.0
2021-07-10,Region C,16.175714285714285,8.184,,1.0,0.0,2.0
2021-07-10,Region H,3.445714285714285,4.6499999999999995,,1.0,0.0,2.0
2021-07-10,Region F,9.025714285714283,5.331999999999999,,1.0,0.0,2.0
2021-07-17,Region D,11.842857142857143,15.700000000000001,,,,
2021-07-17,Region E,11.282857142857143,12.874,,,,
2021-07-17,Region B,11.482857142857144,14.758000000000001,,,,
2021-07-17,Region A,11.092857142857143,3.454,,,,
2021-07-17,Region G,10.682857142857143,10.833,,,,
2021-07-17,Region C,15.032857142857143,20.724000000000004,,,,
2021-07-17,Region H,2.3028571428571443,11.775,,,,
2021-07-17,Region F,7.8828571428571435,13.502,,,,
2021-07-24,Region D,11.257142857142856,3.1,,0.0,1.0,0.0
2021-07-24,Region E,10.697142857142856,2.542,,0.0,1.0,0.0
2021-07-24,Region B,10.897142857142857,2.9139999999999997,,0.0,1.0,0.0
2021-07-24,Region A,10.507142857142856,0.682,,0.0,1.0,0.0
2021-07-24,Region G,10.097142857142856,2.139,,0.0,1.0,0.0
2021-07-24,Region C,14.447142857142856,4.0920000000000005,,0.0,1.0,0.0
2021-07-24,Region H,1.717142857142857,2.325,,0.0,1.0,0.0
2021-07-24,Region F,7.297142857142856,2.666,,0.0,1.0,0.0
2021-07-31,Region D,10.299999999999999,25.099999999999998,,,,
2021-07-31,Region E,9.739999999999998,20.581999999999997,,,,
2021-07-31,Region B,9.94,23.593999999999998,,,,
2021-07-31,Region A,9.549999999999999,5.521999999999999,,,,
2021-07-31,Region G,9.139999999999999,17.318999999999996,,,,
2021-07-31,Region C,13.489999999999998,33.132,,,,
2021-07-31,Region H,0.7599999999999998,18.825,,,,
2021-07-31,Region F,6.339999999999999,21.586,,,,
2021-08-07,Region D,11.771428571428572,0.0,,,,
2021-08-07,Region E,11.211428571428572,0.0,,,,
2021-08-07,Region B,11.411428571428573,0.0,,,,
2021-08-07,Region A,11.021428571428572,0.0,,,,
2021-08-07,Region G,10.611428571428572,0.0,,,,
2021-08-07,Region C,14.961428571428572,0.0,,,,
2021-08-07,Region H,2.231428571428573,0.0,,,,
2021-08-07,Region F,7.811428571428572,0.0,,,,
2021-08-14,Region D,9.614285714285714,60.2,,,,
2021-08-14,Region E,9.054285714285713,49.364,,,,
2021-08-14,Region B,9.254285714285714,56.588,,,,
2021-08-14,Region A,8.864285714285714,13.244000000000002,,,,
2021-08-14,Region G,8.454285714285714,41.538,,,,
2021-08-14,Region C,12.804285714285713,79.46400000000001,,,,
2021-08-14,Region H,0.07428571428571473,45.150000000000006,,,,
2021-08-14,Region F,5.654285714285714,51.772,,,,
2021-08-21,Region D,13.200000000000001,10.9,,,,
2021-08-21,Region E,12.64,8.938,,,,
2021-08-21,Region B,12.840000000000002,10.246,,,,
2021-08-21,Region A,12.450000000000001,2.398,,,,
2021-08-21,Region G,12.040000000000001,7.521,,,,
2021-08-21,Region C,16.39,14.388000000000002,,,,
2021-08-21,Region H,3.660000000000002,8.175,,,,
2021-08-21,Region F,9.240000000000002,9.374,,,,
2021-08-28,Region D,13.128571428571428,0.3,,,,
2021-08-28,Region E,12.568571428571428,0.24599999999999997,,,,
2021-08-28,Region B,12.768571428571429,0.282,,,,
2021-08-28,Region A,12.378571428571428,0.066,,,,
2021-08-28,Region G,11.968571428571428,0.207,,,,
2021-08-28,Region C,16.318571428571428,0.396,,,,
2021-08-28,Region H,3.588571428571429,0.22499999999999998,,,,
2021-08-28,Region F,9.168571428571429,0.258,,,,
2021-09-04,Region D,15.628571428571428,56.0,,,,
2021-09-04,Region E,15.068571428571428,45.919999999999995,,,,
2021-09-04,Region B,15.268571428571429,52.64,,,,
2021-09-04,Region A,14.878571428571428,12.32,,,,
2021-09-04,Region G,14.468571428571428,38.64,,,,
2021-09-04,Region C,18.818571428571428,73.92,,,,
2021-09-04,Region H,6.088571428571429,42.0,,,,
2021-09-04,Region F,11.668571428571429,48.16,,,,
2021-09-11,Region D,14.385714285714286,62.699999999999996,,,,
2021-09-11,Region E,13.825714285714286,51.413999999999994,,,,
2021-09-11,Region B,14.025714285714287,58.937999999999995,,,,
2021-09-11,Region A,13.635714285714286,13.793999999999999,,,,
2021-09-11,Region G,13.225714285714286,43.26299999999999,,,,
2021-09-11,Region C,17.575714285714287,82.764,,,,
2021-09-11,Region H,4.845714285714287,47.025,,,,
2021-09-11,Region F,10.425714285714285,53.922,,,,
2021-09-18,Region D,16.214285714285715,0.30000000000000004,,,,
2021-09-18,Region E,15.654285714285715,0.24600000000000002,,,,
2021-09-18,Region B,15.854285714285716,0.28200000000000003,,,,
2021-09-18,Region A,15.464285714285715,0.06600000000000002,,,,
2021-09-18,Region G,15.054285714285715,0.20700000000000002,,,,
2021-09-18,Region C,19.404285714285717,0.3960000000000001,,,,
2021-09-18,Region H,6.674285714285716,0.22500000000000003,,,,
2021-09-18,Region F,12.254285714285714,0.258,,,,
2021-09-25,Region D,14.87142857142857,2.1,,0.0,1.0,0.0
2021-09-25,Region E,14.31142857142857,1.722,,0.0,1.0,0.0
2021-09-25,Region B,14.51142857142857,1.974,,0.0,1.0,0.0
2021-09-25,Region A,14.12142857142857,0.462,,0.0,1.0,0.0
2021-09-25,Region G,13.71142857142857,1.4489999999999998,,0.0,1.0,0.0
2021-09-25,Region C,18.06142857142857,2.7720000000000002,,0.0,1.0,0.0
2021-09-25,Region H,5.331428571428571,1.5750000000000002,,0.0,1.0,0.0
2021-09-25,Region F,10.91142857142857,1.806,,0.0,1.0,0.0
2021-10-02,Region D,16.271428571428572,17.0,,,,
2021-10-02,Region E,15.711428571428572,13.94,,,,
2021-10-02,Region B,15.911428571428573,15.979999999999999,,,,
2021-10-02,Region A,15.521428571428572,3.74,,,,
2021-10-02,Region G,15.111428571428572,11.729999999999999,,,,
2021-10-02,Region C,19.461428571428574,22.44,,,,
2021-10-02,Region H,6.731428571428573,12.75,,,,
2021-10-02,Region F,12.311428571428571,14.62,,,,
2021-10-09,Region D,14.528571428571428,1.1,,,,
2021-10-09,Region E,13.968571428571428,0.902,,,,
2021-10-09,Region B,14.168571428571429,1.034,,,,
2021-10-09,Region A,13.778571428571428,0.24200000000000002,,,,
2021-10-09,Region G,13.368571428571428,0.759,,,,
2021-10-09,Region C,17.71857142857143,1.4520000000000002,,,,
2021-10-09,Region H,4.988571428571429,0.8250000000000001,,,,
2021-10-09,Region F,10.568571428571428,0.9460000000000001,,,,
2021-10-16,Region D,16.614285714285714,7.199999999999999,,,,
2021-10-16,Region E,16.054285714285715,5.903999999999999,,,,
2021-10-16,Region B,16.254285714285714,6.767999999999999,,,,
2021-10-16,Region A,15.864285714285714,1.5839999999999999,,,,
2021-10-16,Region G,15.454285714285714,4.967999999999999,,,,
2021-10-16,Region C,19.804285714285715,9.504,,,,
2021-10-16,Region H,7.074285714285715,5.3999999999999995,,,,
2021-10-16,Region F,12.654285714285713,6.191999999999999,,,,
2021-10-23,Region D,18.042857142857144,10.399999999999999,,,,
2021-10-23,Region E,17.482857142857146,8.527999999999999,,,,
2021-10-23,Region B,17.682857142857145,9.775999999999998,,,,
2021-10-23,Region A,17.292857142857144,2.288,,,,
2021-10-23,Region G,16.882857142857144,7.175999999999998,,,,
2021-10-23,Region C,21.232857142857146,13.727999999999998,,,,
2021-10-23,Region H,8.502857142857145,7.799999999999999,,,,
2021-10-23,Region F,14.082857142857144,8.943999999999999,,,,
2021-10-30,Region D,23.557142857142857,2.0,,,,
2021-10-30,Region E,22.997142857142858,1.64,,,,
2021-10-30,Region B,23.197142857142858,1.88,,,,
2021-10-30,Region A,22.807142857142857,0.44,,,,
2021-10-30,Region G,22.397142857142857,1.38,,,,
2021-10-30,Region C,26.747142857142858,2.64,,,,
2021-10-30,Region H,14.017142857142858,1.5,,,,
2021-10-30,Region F,19.597142857142856,1.72,,,,
2021-11-06,Region D,19.12857142857143,7.8999999999999995,,,,
2021-11-06,Region E,18.56857142857143,6.477999999999999,,,,
2021-11-06,Region B,18.76857142857143,7.425999999999999,,,,
2021-11-06,Region A,18.37857142857143,1.738,,,,
2021-11-06,Region G,17.96857142857143,5.451,,,,
2021-11-06,Region C,22.31857142857143,10.427999999999999,,,,
2021-11-06,Region H,9.58857142857143,5.925,,,,
2021-11-06,Region F,15.168571428571429,6.794,,,,
2021-11-13,Region D,19.985714285714288,7.6,,,,
2021-11-13,Region E,19.42571428571429,6.231999999999999,,,,
2021-11-13,Region B,19.625714285714288,7.143999999999999,,,,
2021-11-13,Region A,19.235714285714288,1.672,,,,
2021-11-13,Region G,18.825714285714287,5.244,,,,
2021-11-13,Region C,23.17571428571429,10.032,,,,
2021-11-13,Region H,10.445714285714288,5.699999999999999,,,,
2021-11-13,Region F,16.025714285714287,6.536,,,,
2021-11-20,Region D,20.414285714285715,20.900000000000002,,,,
2021-11-20,Region E,19.854285714285716,17.138,,,,
2021-11-20,Region B,20.054285714285715,19.646,,,,
2021-11-20,Region A,19.664285714285715,4.598000000000001,,,,
2021-11-20,Region G,19.254285714285714,14.421000000000001,,,,
2021-11-20,Region C,23.604285714285716,27.588000000000005,,,,
2021-11-20,Region H,10.874285714285715,15.675,,,,
2021-11-20,Region F,16.454285714285714,17.974,,,,
2021-11-27,Region D,23.485714285714288,19.0,,,,
2021-11-27,Region E,22.92571428571429,15.579999999999998,,,,
2021-11-27,Region B,23.125714285714288,17.86,,,,
2021-11-27,Region A,22.735714285714288,4.18,,,,
2021-11-27,Region G,22.325714285714287,13.11,,,,
2021-11-27,Region C,26.67571428571429,25.080000000000002,,,,
2021-11-27,Region H,13.945714285714288,14.25,,,,
2021-11-27,Region F,19.525714285714287,16.34,,,,
2021-12-04,Region D,20.585714285714285,82.5,,,,
2021-12-04,Region E,20.025714285714287,67.64999999999999,,,,
2021-12-04,Region B,20.225714285714286,77.55,,,,
2021-12-04,Region A,19.835714285714285,18.15,,,,
2021-12-04,Region G,19.425714285714285,56.925,,,,
2021-12-04,Region C,23.775714285714287,108.9,,,,
2021-12-04,Region H,11.045714285714286,61.875,,,,
2021-12-04,Region F,16.625714285714285,70.95,,,,
2021-12-11,Region D,22.099999999999998,7.6000000000000005,,,,
2021-12-11,Region E,21.54,6.232,,,,
2021-12-11,Region B,21.74,7.144,,,,
2021-12-11,Region A,21.349999999999998,1.6720000000000002,,,,
2021-12-11,Region G,20.939999999999998,5.244,,,,
2021-12-11,Region C,25.29,10.032000000000002,,,,
2021-12-11,Region H,12.559999999999999,5.7,,,,
2021-12-11,Region F,18.139999999999997,6.5360000000000005,,,,
2021-12-18,Region D,22.857142857142858,15.5,,,,
2021-12-18,Region E,22.29714285714286,12.709999999999999,,,,
2021-12-18,Region B,22.497142857142858,14.569999999999999,,,,
2021-12-18,Region A,22.107142857142858,3.41,,,,
2021-12-18,Region G,21.697142857142858,10.694999999999999,,,,
2021-12-18,Region C,26.04714285714286,20.46,,,,
2021-12-18,Region H,13.317142857142859,11.625,,,,
2021-12-18,Region F,18.897142857142857,13.33,,,,
2021-12-25,Region D,24.985714285714288,9.5,,0.0,0.0,1.0
2021-12-25,Region E,24.42571428571429,7.789999999999999,,0.0,0.0,1.0
2021-12-25,Region B,24.625714285714288,8.93,,0.0,0.0,1.0
2021-12-25,Region A,24.235714285714288,2.09,,0.0,0.0,1.0
2021-12-25,Region G,23.825714285714287,6.555,,0.0,0.0,1.0
2021-12-25,Region C,28.17571428571429,12.540000000000001,,0.0,0.0,1.0
2021-12-25,Region H,15.445714285714288,7.125,,0.0,0.0,1.0
2021-12-25,Region F,21.025714285714287,8.17,,0.0,0.0,1.0
2022-01-01,Region D,26.685714285714287,2.5999999999999996,,0.0,0.0,1.0
2022-01-01,Region E,26.125714285714288,2.1319999999999997,,0.0,0.0,1.0
2022-01-01,Region B,26.325714285714287,2.4439999999999995,,0.0,0.0,1.0
2022-01-01,Region A,25.935714285714287,0.572,,0.0,0.0,1.0
2022-01-01,Region G,25.525714285714287,1.7939999999999996,,0.0,0.0,1.0
2022-01-01,Region C,29.875714285714288,3.4319999999999995,,0.0,0.0,1.0
2022-01-01,Region H,17.145714285714288,1.9499999999999997,,0.0,0.0,1.0
2022-01-01,Region F,22.725714285714286,2.2359999999999998,,0.0,0.0,1.0
2022-01-08,Region D,24.685714285714287,12.1,,,,
2022-01-08,Region E,24.125714285714288,9.921999999999999,,,,
2022-01-08,Region B,24.325714285714287,11.373999999999999,,,,
2022-01-08,Region A,23.935714285714287,2.662,,,,
2022-01-08,Region G,23.525714285714287,8.348999999999998,,,,
2022-01-08,Region C,27.875714285714288,15.972,,,,
2022-01-08,Region H,15.145714285714288,9.075,,,,
2022-01-08,Region F,20.725714285714286,10.405999999999999,,,,
2022-01-15,Region D,27.957142857142856,1.0,,,,
2022-01-15,Region E,27.397142857142857,0.82,,,,
2022-01-15,Region B,27.597142857142856,0.94,,,,
2022-01-15,Region A,27.207142857142856,0.22,,,,
2022-01-15,Region G,26.797142857142855,0.69,,,,
2022-01-15,Region C,31.147142857142857,1.32,,,,
2022-01-15,Region H,18.417142857142856,0.75,,,,
2022-01-15,Region F,23.997142857142855,0.86,,,,
2022-01-22,Region D,25.185714285714283,58.6,,,,
2022-01-22,Region E,24.625714285714285,48.052,,,,
2022-01-22,Region B,24.825714285714284,55.083999999999996,,,,
2022-01-22,Region A,24.435714285714283,12.892000000000001,,,,
2022-01-22,Region G,24.025714285714283,40.434,,,,
2022-01-22,Region C,28.375714285714285,77.352,,,,
2022-01-22,Region H,15.645714285714284,43.95,,,,
2022-01-22,Region F,21.225714285714282,50.396,,,,
2022-01-29,Region D,23.400000000000002,35.699999999999996,,,,
2022-01-29,Region E,22.840000000000003,29.273999999999994,,,,
2022-01-29,Region B,23.040000000000003,33.55799999999999,,,,
2022-01-29,Region A,22.650000000000002,7.853999999999999,,,,
2022-01-29,Region G,22.240000000000002,24.632999999999996,,,,
2022-01-29,Region C,26.590000000000003,47.123999999999995,,,,
2022-01-29,Region H,13.860000000000003,26.775,,,,
2022-01-29,Region F,19.44,30.701999999999995,,,,
2022-02-05,Region D,23.35714285714286,12.100000000000001,,,,
2022-02-05,Region E,22.797142857142862,9.922,,,,
2022-02-05,Region B,22.99714285714286,11.374,,,,
2022-02-05,Region A,22.60714285714286,2.6620000000000004,,,,
2022-02-05,Region G,22.19714285714286,8.349,,,,
2022-02-05,Region C,26.547142857142862,15.972000000000003,,,,
2022-02-05,Region H,13.817142857142862,9.075000000000001,,,,
